"Name","Area (ABD) (�m�)","Area (Filled) (�m�)","Aspect Ratio","Average Blue","Average Green","Average Red","Biovolume (Cylinder) (�m�)","Biovolume (P. Spheroid) (�m�)","Biovolume (Sphere) (�m�)","Calibration Factor","Calibration Image","Capture ID","Capture X (px)","Capture Y (px)","Ch1 Area","Ch1 Peak","Ch1 Width","Ch2 Area","Ch2 Peak","Ch2 Width","Ch2/Ch1 Ratio","Circle Fit","Circularity","Circularity (Hu)","Compactness","Convex Perimeter (�m)","Convexity","Date","Diameter (ABD) (�m)","Diameter (ESD) (�m)","Diameter (FD) (�m)","Edge Gradient","Elapsed Time (s)","Elongation","Feret Angle Max (�)","Feret Angle Min (�)","Fiber Curl","Fiber Straightness","Filter Score","Geodesic Aspect Ratio","Geodesic Length (�m)","Geodesic Thickness (�m)","Group ID","Image Height (px)","Image Width (px)","Intensity","Length (�m)","Particles Per Chain","Perimeter (�m)","Ratio Blue/Green","Ratio Red/Blue","Ratio Red/Green","Roughness","Sigma Intensity","Source Image","Sphere Complement (�m�)","Sphere Count","Sphere Unknown (�m�)","Sphere Volume (�m�)","Sqrt Circularity","Sum Intensity","Symmetry","Time","Timestamp","Transparency","UUID","Volume (ABD) (�m�)","Volume (ESD) (�m�)","Width (�m)"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","2729.40","2729.40","0.96","0.00","0.00","0.00","132225.81","107404.12","107266.68","1.83","739.00","739.00","415.00","963.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.85","0.75","0.99","1.34","212.08","0.99","2024-10-30 09:55:48","58.95","63.75","58.95","147.89","33.16","1.57","-80.00","0.00","0.09","0.92","0.00","0.64","74.69","47.48","725","51.00","47.00","43.45","68.69","1.00","244.33","0.00","0.00","0.00","1.15","43.23","45968","0.00","0.00","0.00","0.00","0.86","45925.00","0.83","2024-10-30 09:55:48","2024-10-30 09:55:48","0.08","AF3F081596C611EF937150EBF6EE7050","107266.68","135655.13","59.53"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","2767.68","2767.68","0.87","0.00","0.00","0.00","129840.42","102552.50","109531.12","1.83","740.00","740.00","773.00","1841.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.82","0.73","0.98","1.36","210.50","0.98","2024-10-30 09:55:48","59.36","63.29","59.36","103.03","33.16","1.69","-85.00","0.00","0.17","0.86","0.00","0.59","77.94","46.05","726","50.00","46.00","78.71","66.85","1.00","247.99","0.00","0.00","0.00","1.18","41.51","45968","0.00","0.00","0.00","0.00","0.86","84218.00","0.81","2024-10-30 09:55:48","2024-10-30 09:55:48","0.06","AF3F0B1296C611EF937150EBF6EE7050","109531.12","132752.95","57.70"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","862.79","862.79","0.87","0.00","0.00","0.00","30863.72","17837.39","19064.35","1.83","741.00","741.00","582.00","1270.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.80","0.75","0.98","1.34","124.99","0.99","2024-10-30 09:55:48","33.14","35.92","33.14","136.76","33.25","1.58","-75.00","0.00","0.17","0.86","0.00","0.63","46.05","29.21","727","35.00","32.00","101.57","39.38","1.00","150.53","0.00","0.00","0.00","1.20","34.27","45969","0.00","0.00","0.00","0.00","0.86","40731.00","0.67","2024-10-30 09:55:48","2024-10-30 09:55:48","0.08","AF3F0E1196C611EF937150EBF6EE7050","19064.35","24265.94","32.05"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","2523.87","2523.87","0.97","0.00","0.00","0.00","118694.63","93640.30","95381.37","1.83","742.00","742.00","664.00","247.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.92","1.00","1.09","194.67","1.00","2024-10-30 09:55:48","56.69","58.05","56.69","251.79","33.41","1.00","-35.00","0.00","0.00","1.15","0.00","1.00","53.27","53.27","728","46.00","45.00","37.58","61.36","1.00","213.06","0.00","0.00","0.00","1.09","33.71","45970","0.00","0.00","0.00","0.00","0.96","37095.00","0.93","2024-10-30 09:55:48","2024-10-30 09:55:48","0.02","AF3F111096C611EF937150EBF6EE7050","95381.37","102433.02","55.86"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1876.79","1876.79","0.92","0.00","0.00","0.00","96118.50","58707.24","61162.95","1.83","743.00","743.00","545.00","1480.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.88","0.82","0.99","1.22","175.12","1.00","2024-10-30 09:55:48","48.88","52.00","48.88","200.96","33.41","1.00","-50.00","5.00","0.00","1.16","0.00","1.00","49.65","49.65","729","42.00","41.00","52.13","57.70","1.00","198.59","0.00","0.00","0.00","1.13","48.41","45970","0.00","0.00","0.00","0.00","0.90","39824.00","0.86","2024-10-30 09:55:48","2024-10-30 09:55:48","0.06","AF3F142396C611EF937150EBF6EE7050","61162.95","73609.81","46.71"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1074.66","1074.66","0.98","0.00","0.00","0.00","36853.35","26132.73","26501.64","1.83","744.00","744.00","655.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.96","0.97","1.00","1.03","131.38","1.00","2024-10-30 09:55:48","36.99","37.75","36.99","148.03","33.58","1.00","15.00","-90.00","0.00","1.09","0.00","1.00","36.07","36.07","730","34.00","35.00","87.67","39.38","1.00","144.27","0.00","0.00","0.00","1.10","23.98","45971","0.00","0.00","0.00","0.00","0.98","41994.00","0.92","2024-10-30 09:55:48","2024-10-30 09:55:48","0.02","AF3F171896C611EF937150EBF6EE7050","26501.64","28170.51","35.72"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","790.57","790.57","0.96","0.00","0.00","0.00","29348.64","16585.16","16721.32","1.83","745.00","745.00","318.00","179.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.89","0.88","0.99","1.13","118.48","1.00","2024-10-30 09:55:48","31.73","33.68","31.73","252.87","33.58","1.00","0.00","45.00","0.00","1.12","0.00","1.00","33.43","33.43","731","32.00","35.00","50.92","37.55","1.00","133.73","0.00","0.00","0.00","1.13","53.02","45971","0.00","0.00","0.00","0.00","0.94","19045.00","0.85","2024-10-30 09:55:48","2024-10-30 09:55:48","0.06","AF3F1AF496C611EF937150EBF6EE7050","16721.32","20005.85","30.22"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","2304.83","2304.83","0.98","0.00","0.00","0.00","123838.99","83128.35","83238.11","1.83","746.00","746.00","474.00","874.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.84","0.82","0.99","1.21","192.47","1.00","2024-10-30 09:55:48","54.17","57.44","54.17","156.62","33.58","1.00","15.00","-90.00","0.00","1.20","0.00","1.00","54.02","54.02","732","44.00","48.00","45.38","65.02","1.00","216.10","0.00","0.00","0.00","1.12","43.71","45971","0.00","0.00","0.00","0.00","0.91","41385.00","0.79","2024-10-30 09:55:48","2024-10-30 09:55:48","0.06","AF3F1D8C96C611EF937150EBF6EE7050","83238.11","99234.99","54.03"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1268.16","1268.16","0.98","0.00","0.00","0.00","46328.20","33566.46","33972.48","1.83","747.00","747.00","250.00","989.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.96","0.95","1.00","1.05","141.21","1.00","2024-10-30 09:55:48","40.18","41.16","40.18","226.66","33.58","1.00","-10.00","-90.00","0.00","1.11","0.00","1.00","38.93","38.93","733","36.00","37.00","56.83","43.04","1.00","155.71","0.00","0.00","0.00","1.10","36.46","45971","0.00","0.00","0.00","0.00","0.98","31197.00","0.94","2024-10-30 09:55:48","2024-10-30 09:55:48","0.02","AF3F202096C611EF937150EBF6EE7050","33972.48","36511.41","39.38"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","763.98","803.89","0.96","0.00","0.00","0.00","26452.48","16694.48","15885.08","1.83","748.00","748.00","882.00","279.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","0.96","1.00","1.04","115.78","1.00","2024-10-30 09:55:48","31.19","32.82","31.99","122.67","33.66","1.00","-75.00","0.00","0.00","1.05","0.00","1.00","32.29","32.29","734","32.00","32.00","83.63","33.88","1.00","129.18","0.00","0.00","0.00","1.12","40.14","45972","0.00","0.00","0.00","0.00","0.98","30443.00","0.90","2024-10-30 09:55:48","2024-10-30 09:55:48","0.05","AF3F22BC96C611EF937150EBF6EE7050","15885.08","18503.85","32.05"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","3904.86","3904.86","0.69","0.00","0.00","0.00","247986.63","153206.18","183557.40","1.83","749.00","749.00","421.00","189.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.64","0.83","0.91","1.21","248.80","1.00","2024-10-30 09:55:48","70.51","75.35","70.51","229.48","33.83","1.00","85.00","0.00","0.00","1.33","0.00","1.00","68.09","68.09","735","63.00","48.00","26.40","90.66","1.00","272.38","0.00","0.00","0.00","1.09","38.34","45973","0.00","0.00","0.00","0.00","0.91","38330.00","0.74","2024-10-30 09:55:48","2024-10-30 09:55:48","0.06","AF3F259696C611EF937150EBF6EE7050","183557.40","224000.09","61.36"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","2950.67","2950.67","0.87","0.00","0.00","0.00","146964.02","111697.82","120571.75","1.83","750.00","750.00","422.00","1864.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.86","0.91","0.99","1.10","211.04","1.00","2024-10-30 09:55:48","61.29","63.29","61.29","124.96","33.83","1.00","-60.00","0.00","0.00","1.23","0.00","1.00","57.20","57.20","736","50.00","45.00","49.46","70.52","1.00","228.79","0.00","0.00","0.00","1.08","43.44","45973","0.00","0.00","0.00","0.00","0.95","55985.00","0.87","2024-10-30 09:55:48","2024-10-30 09:55:48","0.03","AF3F282296C611EF937150EBF6EE7050","120571.75","132752.95","55.86"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1565.91","1565.91","0.98","0.00","0.00","0.00","59537.42","45929.42","46613.88","1.83","751.00","751.00","500.00","758.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.96","0.96","1.00","1.04","155.31","1.00","2024-10-30 09:55:48","44.65","45.64","44.65","244.50","33.91","1.00","-75.00","0.00","0.00","1.10","0.00","1.00","42.32","42.32","737","39.00","38.00","54.33","46.71","1.00","169.29","0.00","0.00","0.00","1.09","35.13","45974","0.00","0.00","0.00","0.00","0.98","35583.00","0.95","2024-10-30 09:55:48","2024-10-30 09:55:48","0.02","AF3F2AA996C611EF937150EBF6EE7050","46613.88","49769.16","43.04"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","2617.70","2617.70","0.85","0.00","0.00","0.00","135239.50","91867.85","100749.71","1.83","752.00","752.00","601.00","1790.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.85","0.87","0.98","1.15","201.72","1.00","2024-10-30 09:55:48","57.73","60.54","57.73","127.38","33.91","1.00","-70.00","0.00","0.00","1.23","0.00","1.00","55.63","55.63","738","48.00","43.00","49.64","68.69","1.00","222.53","0.00","0.00","0.00","1.10","43.42","45974","0.00","0.00","0.00","0.00","0.93","50586.00","0.87","2024-10-30 09:55:48","2024-10-30 09:55:48","0.05","AF3F2D2896C611EF937150EBF6EE7050","100749.71","116204.76","52.20"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","2127.68","2127.68","0.82","0.00","0.00","0.00","95851.46","66485.20","73828.46","1.83","753.00","753.00","584.00","749.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.83","0.91","0.98","1.10","182.00","1.00","2024-10-30 09:55:48","52.05","54.18","52.05","156.19","34.00","1.00","30.00","-70.00","0.00","1.24","0.00","1.00","49.60","49.60","739","43.00","44.00","47.17","61.36","1.00","198.41","0.00","0.00","0.00","1.09","42.86","45975","0.00","0.00","0.00","0.00","0.95","40142.00","0.87","2024-10-30 09:55:48","2024-10-30 09:55:48","0.04","AF3F2F9E96C611EF937150EBF6EE7050","73828.46","83297.48","48.54"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","2197.27","2197.27","0.97","0.00","0.00","0.00","102880.66","76085.74","77479.64","1.83","754.00","754.00","826.00","297.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.92","0.89","1.00","1.12","182.91","1.00","2024-10-30 09:55:48","52.89","54.29","52.89","227.26","34.08","1.00","20.00","45.00","0.00","1.10","0.00","1.00","50.79","50.79","740","43.00","44.00","68.88","55.86","1.00","203.15","0.00","0.00","0.00","1.11","58.97","45976","0.00","0.00","0.00","0.00","0.95","60271.00","0.86","2024-10-30 09:55:48","2024-10-30 09:55:48","0.03","AF3F335996C611EF937150EBF6EE7050","77479.64","83767.64","50.37"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","930.21","930.21","0.94","0.00","0.00","0.00","35702.76","20801.78","21342.00","1.83","755.00","755.00","249.00","1077.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.88","0.88","0.99","1.13","124.39","1.00","2024-10-30 09:55:48","34.41","35.82","34.41","179.46","34.08","1.00","-50.00","-90.00","0.00","1.05","0.00","1.00","35.69","35.69","741","33.00","34.00","97.29","37.55","1.00","142.76","0.00","0.00","0.00","1.15","31.08","45976","0.00","0.00","0.00","0.00","0.94","41444.00","0.68","2024-10-30 09:55:48","2024-10-30 09:55:48","0.04","AF3F370A96C611EF937150EBF6EE7050","21342.00","24060.30","33.88"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","5187.93","5187.93","0.94","0.00","0.00","0.00","303606.38","272842.75","281096.27","1.83","756.00","756.00","279.00","1372.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.85","0.74","0.99","1.36","279.64","0.98","2024-10-30 09:55:48","81.27","85.02","81.27","138.27","34.08","1.67","-80.00","-15.00","0.13","0.88","0.00","0.60","102.46","61.42","742","61.00","60.00","34.57","90.66","1.00","327.77","0.00","0.00","0.00","1.17","44.34","45976","0.00","0.00","0.00","0.00","0.86","64845.00","0.79","2024-10-30 09:55:48","2024-10-30 09:55:48","0.04","AF3F399596C611EF937150EBF6EE7050","281096.27","321745.42","79.67"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","3378.21","3378.21","0.97","0.00","0.00","0.00","202745.21","146152.93","147704.62","1.83","757.00","757.00","751.00","1454.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.89","0.83","1.00","1.21","227.03","1.00","2024-10-30 09:55:48","65.58","68.48","65.58","203.18","34.08","1.00","65.00","-75.00","0.00","1.14","0.00","1.00","63.67","63.67","743","51.00","53.00","44.71","72.35","1.00","254.69","0.00","0.00","0.00","1.12","30.53","45976","0.00","0.00","0.00","0.00","0.91","57054.00","0.87","2024-10-30 09:55:48","2024-10-30 09:55:48","0.04","AF3F3C2496C611EF937150EBF6EE7050","147704.62","168158.26","65.02"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1223.69","1223.69","0.96","0.00","0.00","0.00","44986.98","31419.35","32201.20","1.83","758.00","758.00","360.00","1503.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.94","0.95","1.00","1.06","139.46","1.00","2024-10-30 09:55:48","39.47","40.65","39.47","198.12","34.25","1.00","-80.00","0.00","0.00","1.12","0.00","1.00","38.55","38.55","744","37.00","35.00","67.46","43.04","1.00","154.19","0.00","0.00","0.00","1.11","43.52","45977","0.00","0.00","0.00","0.00","0.97","35956.00","0.92","2024-10-30 09:55:48","2024-10-30 09:55:48","0.03","AF3F3EA796C611EF937150EBF6EE7050","32201.20","35174.13","37.55"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","3667.96","3667.96","0.94","0.00","0.00","0.00","193333.64","165353.13","167109.23","1.83","759.00","759.00","568.00","858.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.82","0.74","0.98","1.35","242.97","0.98","2024-10-30 09:55:48","68.34","73.42","68.34","204.35","34.33","1.61","-85.00","0.00","0.03","0.97","0.00","0.62","86.19","53.44","745","59.00","51.00","33.06","83.34","1.00","279.26","0.00","0.00","0.00","1.15","41.71","45978","0.00","0.00","0.00","0.00","0.86","45387.00","0.80","2024-10-30 09:55:48","2024-10-30 09:55:48","0.07","AF3F411F96C611EF937150EBF6EE7050","167109.23","207196.31","66.85"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","1986.10","1986.10","0.93","0.00","0.00","0.00","85024.58","64113.20","66583.53","1.83","760.00","760.00","375.00","1509.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.93","0.93","1.00","1.07","173.84","1.00","2024-10-30 09:55:48","50.29","51.54","50.29","197.52","34.33","1.00","5.00","-90.00","0.00","1.13","0.00","1.00","47.66","47.66","746","41.00","43.00","33.89","54.03","1.00","190.64","0.00","0.00","0.00","1.10","36.48","45978","0.00","0.00","0.00","0.00","0.96","27177.00","0.90","2024-10-30 09:55:48","2024-10-30 09:55:48","0.02","AF3F43AA96C611EF937150EBF6EE7050","66583.53","71682.21","48.54"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","5127.03","5127.03","0.99","0.00","0.00","0.00","340410.46","276773.85","276161.17","1.83","761.00","761.00","693.00","643.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.86","0.77","1.00","1.29","279.11","0.99","2024-10-30 09:55:48","80.80","85.12","80.80","229.23","34.41","1.28","80.00","-70.00","0.00","1.03","0.00","0.78","89.45","69.61","747","64.00","60.00","37.39","92.50","1.00","318.11","0.00","0.00","0.00","1.14","31.69","45979","0.00","0.00","0.00","0.00","0.88","69390.00","0.83","2024-10-30 09:55:48","2024-10-30 09:55:48","0.05","AF3F462B96C611EF937150EBF6EE7050","276161.17","322902.08","81.51"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","6482.97","6482.97","0.91","0.00","0.00","0.00","251997.14","418128.27","392667.38","1.83","762.00","762.00","522.00","664.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.49","0.47","0.93","2.13","348.75","0.85","2024-10-30 09:55:48","90.85","107.25","90.85","202.91","34.41","4.46","-10.00","45.00","0.48","0.68","0.00","0.22","185.39","41.60","748","72.00","81.00","42.49","125.46","1.00","453.99","0.00","0.00","0.00","1.30","38.00","45979","0.00","0.00","0.00","0.00","0.69","97694.00","0.51","2024-10-30 09:55:48","2024-10-30 09:55:48","0.15","AF3F48F096C611EF937150EBF6EE7050","392667.38","645943.96","92.50"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","2529.73","2529.73","0.97","0.00","0.00","0.00","126787.21","94612.11","95713.65","1.83","763.00","763.00","492.00","1357.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.90","0.88","1.00","1.14","197.14","1.00","2024-10-30 09:55:48","56.75","58.71","56.75","177.75","34.41","1.00","-65.00","0.00","0.00","1.16","0.00","1.00","54.45","54.45","749","45.00","45.00","35.32","63.19","1.00","217.80","0.00","0.00","0.00","1.10","36.85","45979","0.00","0.00","0.00","0.00","0.94","34935.00","0.86","2024-10-30 09:55:48","2024-10-30 09:55:48","0.03","AF3F4B6D96C611EF937150EBF6EE7050","95713.65","105974.27","55.86"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","3700.90","3700.90","0.93","0.00","0.00","0.00","185141.44","166779.21","169365.26","1.83","764.00","764.00","412.00","128.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.80","0.72","0.98","1.39","244.47","0.95","2024-10-30 09:55:48","68.64","73.98","68.64","222.12","34.50","1.80","65.00","-65.00","0.12","0.89","0.00","0.56","91.45","50.77","750","55.00","55.00","27.81","81.51","1.00","284.44","0.00","0.00","0.00","1.16","39.13","45980","0.00","0.00","0.00","0.00","0.85","38486.00","0.72","2024-10-30 09:55:48","2024-10-30 09:55:48","0.07","AF3F4E0196C611EF937150EBF6EE7050","169365.26","211970.90","66.85"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","4314.43","4314.43","0.90","0.00","0.00","0.00","285622.10","201759.49","213180.85","1.83","765.00","765.00","581.00","986.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.87","0.82","0.99","1.22","253.21","1.00","2024-10-30 09:55:48","74.12","76.83","74.12","196.08","34.50","1.00","-80.00","0.00","0.00","1.14","0.00","1.00","71.38","71.38","751","58.00","54.00","31.99","81.51","1.00","285.51","0.00","0.00","0.00","1.13","41.46","45980","0.00","0.00","0.00","0.00","0.91","50806.00","0.85","2024-10-30 09:55:48","2024-10-30 09:55:48","0.04","AF3F507C96C611EF937150EBF6EE7050","213180.85","237418.12","72.35"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","3757.83","3757.83","0.96","0.00","0.00","0.00","226887.41","169634.40","173288.26","1.83","766.00","766.00","514.00","1209.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.91","0.85","1.00","1.18","236.30","1.00","2024-10-30 09:55:48","69.17","71.38","69.17","206.21","34.50","1.00","-90.00","0.00","0.00","1.15","0.00","1.00","66.11","66.11","752","56.00","52.00","29.83","76.01","1.00","264.42","0.00","0.00","0.00","1.12","35.99","45980","0.00","0.00","0.00","0.00","0.92","41848.00","0.86","2024-10-30 09:55:48","2024-10-30 09:55:48","0.03","AF3F52F596C611EF937150EBF6EE7050","173288.26","190439.06","68.69"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","3282.92","3282.92","0.92","0.00","0.00","0.00","206835.66","135925.22","141499.32","1.83","767.00","767.00","639.00","1681.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.87","0.80","0.99","1.25","223.95","1.00","2024-10-30 09:55:48","64.65","67.41","64.65","108.43","34.50","1.00","-80.00","35.00","0.00","1.10","0.00","1.00","64.10","64.10","753","52.00","50.00","46.49","70.52","1.00","256.39","0.00","0.00","0.00","1.14","47.56","45980","0.00","0.00","0.00","0.00","0.89","57833.00","0.82","2024-10-30 09:55:48","2024-10-30 09:55:48","0.04","AF3F557896C611EF937150EBF6EE7050","141499.32","160409.71","61.36"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","711.11","711.11","0.97","0.00","0.00","0.00","23648.30","14066.74","14264.93","1.83","768.00","768.00","596.00","739.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.93","0.94","1.00","1.07","110.45","1.00","2024-10-30 09:55:48","30.09","31.49","30.09","174.33","34.58","1.00","-85.00","0.00","0.00","1.09","0.00","1.00","31.11","31.11","754","32.00","31.00","78.40","33.88","1.00","124.44","0.00","0.00","0.00","1.13","32.16","45981","0.00","0.00","0.00","0.00","0.97","26969.00","0.89","2024-10-30 09:55:48","2024-10-30 09:55:48","0.04","AF3F580896C611EF937150EBF6EE7050","14264.93","16355.17","30.22"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","2482.88","2482.88","0.92","0.00","0.00","0.00","120507.54","91341.18","93067.57","1.83","769.00","769.00","288.00","1032.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.82","0.76","0.98","1.32","199.21","1.00","2024-10-30 09:55:48","56.23","59.43","56.23","166.02","34.66","1.48","25.00","-60.00","0.10","0.91","0.00","0.68","69.44","47.01","755","47.00","46.00","41.08","63.19","1.00","232.90","0.00","0.00","0.00","1.17","46.85","45982","0.00","0.00","0.00","0.00","0.87","39968.00","0.78","2024-10-30 09:55:48","2024-10-30 09:55:48","0.05","AF3F5A7F96C611EF937150EBF6EE7050","93067.57","109878.20","54.03"
"2024-10-30 P2002 Group 5 Rev 2 R01 PP1","3208.58","3208.58","0.99","0.00","0.00","0.00","195583.97","136720.66","136720.51","1.83","770.00","770.00","468.00","1167.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.86","0.81","1.00","1.23","221.14","1.00","2024-10-30 09:55:48","63.92","66.70","63.92","190.90","34.75","1.00","-75.00","15.00","0.00","1.09","0.00","1.00","62.91","62.91","756","51.00","50.00","33.66","68.69","1.00","251.66","0.00","0.00","0.00","1.14","40.40","45983","0.00","0.00","0.00","0.00","0.90","41027.00","0.79","2024-10-30 09:55:48","2024-10-30 09:55:48","0.04","AF3F5D0696C611EF937150EBF6EE7050","136720.51","155378.56","63.19"
